date,flat_bill_rs,prana_bill_rs,saving_rs,flat_elec_rs,prana_elec_rs,flat_alt_rs,prana_alt_rs,flat_wear_rs,prana_wear_rs,elec_saving_rs,alt_extra_rs,wear_extra_rs,flat_mwh,prana_mwh,flat_peak_mw,prana_peak_mw,md_saving_rs,rtm_spread_rs_mwh,rtm_mean_rs_mwh,solve_s
2026-06-01,16192028.895543586,15839744.614902698,352284.28064088896,16192028.895543586,15815216.614902698,0.0,0.0,0.0,24527.999999999996,376812.28064088896,0.0,24527.999999999996,1895.9615760000006,1900.61589925,78.998399,82.884367,-85914.25850340119,9000.04,4359.395520833333,0.7829430103302002
2026-06-02,17485254.73840148,17008371.767203882,476882.9711975977,17485254.73840148,16878067.985053882,0.0,0.0,0.0,130303.78215,607186.753347598,0.0,130303.78215,1895.9615760000006,1901.7234322499999,78.998399,85.0,-132688.45748299314,9487.84,4961.174270833333,0.7154793739318848
2026-06-03,19156306.863770902,18756770.10308106,399536.76068984345,19156306.863770902,18648116.647566058,0.0,0.0,0.0,108653.45551500001,508190.2162048444,0.0,108653.45551500001,1895.9615760000006,1899.64443175,78.998399,85.0,-132688.45748299314,9078.86,5738.767499999999,0.6942815780639648
2026-06-04,15041684.38422812,14681803.757951465,359880.6262766551,15041684.38422812,14652895.757951465,0.0,0.0,0.0,28907.999999999996,388788.6262766551,0.0,28907.999999999996,1895.9615760000006,1900.41689325,78.998399,82.884367,-85914.25850340119,9990.02,3824.1039583333336,0.6510601043701172
2026-06-05,14268626.44164733,13763437.441500032,505189.000147298,14268626.44164733,13742620.713998076,0.0,0.0,0.0,20816.72750195765,526005.7276492547,0.0,20816.72750195765,1895.9615760000006,1900.9622477499997,78.998399,83.11736,-91065.46428571432,9999.25,3464.3757291666666,0.5633764266967773
2026-06-06,15131378.053528061,14736104.992193475,395273.0613345858,15131378.053528061,14684026.321553476,0.0,0.0,0.0,52078.67064,447351.731974585,0.0,52078.67064,1895.9615760000006,1900.66926925,78.998399,83.237012,-93710.83163265279,9600.62,3865.84125,0.6747748851776123
2026-06-07,13212637.15072645,13048730.018906774,163907.1318196766,13212637.15072645,13025440.098506775,0.0,0.0,0.0,23289.9204,187197.05221967585,0.0,23289.9204,1895.9615760000006,1900.125399,78.998399,82.884367,-85914.25850340119,9976.82,2972.990625,0.6221082210540771
2026-06-08,14996200.682844369,14504466.990264883,491733.6925794855,14996200.682844369,14471488.755317358,0.0,0.0,0.0,32978.234947524325,524711.9275270104,0.0,32978.234947524325,1895.9615760000006,1901.218663,78.998399,83.263658,-94299.943877551,9600.38,3802.9389583333336,0.7405223846435547
2026-06-09,15023205.399339903,14578128.425188709,445076.9741511941,15023205.399339903,14547676.34684271,0.0,0.0,0.0,30452.078345999995,475529.0524971932,0.0,30452.078345999995,1895.9615760000006,1900.7810927499995,78.998399,82.99911,-88451.09353741491,9900.36,3815.5051041666666,0.6161019802093506
2026-06-10,14860554.784190973,14494271.542243501,366283.2419474721,14860554.784190973,14462735.542243501,0.0,0.0,0.0,31535.999999999996,397819.2419474721,0.0,31535.999999999996,1895.9615760000006,1900.4073254999998,78.998399,82.884367,-85914.25850340119,9399.21,3739.818645833333,0.6528670787811279
