date,flat_bill_rs,prana_bill_rs,saving_rs,flat_elec_rs,prana_elec_rs,flat_alt_rs,prana_alt_rs,elec_saving_rs,alt_extra_rs,flat_mwh,prana_mwh,flat_peak_mw,prana_peak_mw,md_saving_rs,rtm_spread_rs_mwh,rtm_mean_rs_mwh,solve_s
2026-06-30,7665632.285667856,7598567.77737583,67064.50829202589,7665632.285667856,7598567.77737583,0.0,0.0,67064.50829202589,0.0,1102.090512,1103.25598325,45.920438,47.459088,-30877.670068027335,9976.41,3036.2834375,0.556206464767456
2026-07-01,7511075.714449876,7470303.785852891,40771.928596984595,7511075.714449876,7470303.785852891,0.0,0.0,40771.928596984595,0.0,1102.090512,1103.14993675,45.920438,47.459088,-30877.670068027335,6334.34,2912.557083333333,0.5373671054840088
2026-07-02,7208015.763268884,7085089.485591746,122926.27767713834,7208015.763268884,7085089.485591746,0.0,0.0,122926.27767713834,0.0,1102.090512,1103.2690390000002,45.920438,47.459088,-30877.670068027335,9950.51,2669.9501041666667,0.5570855140686035
2026-07-03,7905577.12275153,7838850.279096435,66726.84365509544,7905577.12275153,7838850.279096435,0.0,0.0,66726.84365509544,0.0,1102.090512,1103.31905275,45.920438,47.459088,-30877.670068027335,9600.29,3228.365208333334,0.48122572898864746
2026-07-04,7641677.164163204,7603840.333120806,37836.83104239777,7641677.164163204,7603840.333120806,0.0,0.0,37836.83104239777,0.0,1102.090512,1103.3866867499999,45.920438,47.459088,-30877.670068027335,9600.83,3017.1067708333335,0.5788915157318115
2026-07-05,6116652.927034283,6091989.256813096,24663.670221187174,6116652.927034283,6091989.256813096,0.0,0.0,24663.670221187174,0.0,1102.090512,1102.9387900000002,45.920438,47.459088,-30877.670068027335,3973.17,1796.2871875,0.5101525783538818
2026-07-06,8055941.261435624,7885821.247129866,170120.0143057583,8055941.261435624,7885821.247129866,0.0,0.0,170120.0143057583,0.0,1102.090512,1103.2996555,45.920438,47.459088,-30877.670068027335,9976.65,3348.7354166666664,0.5499217510223389
2026-07-07,7899931.086324412,7863929.240773186,36001.84555122629,7899931.086324412,7863929.240773186,0.0,0.0,36001.84555122629,0.0,1102.090512,1103.361194,45.920438,47.459088,-30877.670068027335,7600.04,3223.845416666667,0.5047314167022705
2026-07-08,7981309.22196169,7859637.250858225,121671.97110346518,7981309.22196169,7859637.250858225,0.0,0.0,121671.97110346518,0.0,1102.090512,1103.3178309999998,45.920438,47.459088,-30877.670068027335,9600.92,3288.990625,0.6717853546142578
2026-07-09,7313506.859594639,7305763.646960665,7743.21263397485,7313506.859594639,7305763.646960665,0.0,0.0,7743.21263397485,0.0,1102.090512,1103.3348849999998,45.920438,47.459088,-30877.670068027335,4251.01,2754.398333333333,0.946108341217041
2026-07-10,7886721.521126546,7795347.259073049,91374.26205349714,7886721.521126546,7795347.259073049,0.0,0.0,91374.26205349714,0.0,1102.090512,1103.35480075,45.920438,47.459088,-30877.670068027335,9510.59,3213.2708333333335,1.2147531509399414
2026-07-11,8305861.977355093,8110047.087338411,195814.89001668151,8305861.977355093,8110047.087338411,0.0,0.0,195814.89001668151,0.0,1102.090512,1103.365009,45.920438,47.459088,-30877.670068027335,9990.16,3548.803125,0.5003721714019775
2026-07-12,8103374.733818772,8005724.939747894,97649.79407087807,8103374.733818772,8005724.939747894,0.0,0.0,97649.79407087807,0.0,1102.090512,1103.1966187500002,45.920438,47.459088,-30877.670068027335,9999.02,3386.7070833333332,0.40675926208496094
2026-07-13,9629652.705932142,9477810.531722855,151842.1742092874,9629652.705932142,9477810.531722855,0.0,0.0,151842.1742092874,0.0,1102.090512,1103.135272,45.920438,47.459088,-30877.670068027335,9600.74,4608.5303125,0.4656527042388916
2026-07-14,11204125.369905466,11087056.199962731,117069.16994273476,11204125.369905466,11087056.199962731,0.0,0.0,117069.16994273476,0.0,1102.090512,1103.1295610000002,45.920438,47.459088,-30877.670068027335,8562.45,5868.934583333333,0.3889143466949463
2026-07-15,12395298.523201043,12304960.95049014,90337.57271090336,12395298.523201043,12304960.95049014,0.0,0.0,90337.57271090336,0.0,1102.090512,1102.7519792500002,45.920438,47.459088,-30877.670068027335,8001.73,6822.498124999999,0.44030117988586426
2026-07-16,13520792.35880786,13463469.016569452,57323.34223840758,13520792.35880786,13463469.016569452,0.0,0.0,57323.34223840758,0.0,1102.090512,1102.5961427500001,45.920438,47.459088,-30877.670068027335,7810.46,7723.483749999999,0.5087559223175049
2026-07-17,12461242.511046356,12377987.248708196,83255.2623381596,12461242.511046356,12377987.248708196,0.0,0.0,83255.2623381596,0.0,1102.090512,1102.5709554999999,45.920438,47.459088,-30877.670068027335,8632.29,6875.287916666665,0.5129168033599854
2026-07-18,12008657.974696547,11907122.752637655,101535.22205889225,12008657.974696547,11907122.752637655,0.0,0.0,101535.22205889225,0.0,1102.090512,1102.6225987500002,45.920438,47.459088,-30877.670068027335,8920.52,6512.982812499999,0.4864637851715088
2026-07-19,11659820.366148198,11541759.606420264,118060.75972793438,11659820.366148198,11541759.606420264,0.0,0.0,118060.75972793438,0.0,1102.090512,1102.663087,45.920438,47.459088,-30877.670068027335,9759.95,6233.7296875,0.6285417079925537
2026-07-20,11711355.315096976,11605062.129987668,106293.18510930799,11711355.315096976,11605062.129987668,0.0,0.0,106293.18510930799,0.0,1102.090512,1102.76770725,45.920438,47.459088,-30877.670068027335,9699.54,6274.9846875,0.5417180061340332
2026-07-21,9048604.900799412,8975292.880660996,73312.02013841644,9048604.900799412,8975292.880660996,0.0,0.0,73312.02013841644,0.0,1102.090512,1102.66778,45.920438,47.459088,-30877.670068027335,8496.6,4143.3871874999995,0.4265003204345703
2026-07-22,7471861.981063379,7463450.262284666,8411.718778712675,7471861.981063379,7463450.262284666,0.0,0.0,8411.718778712675,0.0,1102.090512,1103.248787,45.920438,47.459088,-30877.670068027335,4990.84,2881.1655208333336,0.4210340976715088
